LECROYWS454,14016,Waveform
Segments,1,SegmentSize,500002
Segment,TrigTime,TimeSinceSegment1
#1,30-Jan-2026 04:02:15,0                 
Time,Ampl
-0.250000926,0.003
-0.249999926,0.006125
-0.249998926,0.0045625
-0.249997926,0.003
-0.249996926,0.0076875
-0.249995926,0.0045625
-0.249994926,0.0076875
-0.249993926,0.0076875
-0.249992926,0.006125
-0.249991926,0.0076875
-0.249990926,0.0045625
-0.249989926,0.0045625
-0.249988926,-0.00325
-0.249987926,0.0014375
-0.249986926,-0.000125
-0.249985926,0.0076875
-0.249984926,0.006125
-0.249983926,0.003
-0.249982926,0.0045625
-0.249981926,0.0076875
-0.249980926,0.0045625
-0.249979926,0.0076875
-0.249978926,0.0076875
-0.249977926,0.003
-0.249976926,0.006125
-0.249975926,0.0045625
-0.249974926,0.0014375
-0.249973926,0.0014375
-0.249972926,0.0045625
-0.249971926,0.0045625
-0.249970926,0.0014375
-0.249969926,0.0076875
-0.249968926,0.003
-0.249967926,0.0045625
-0.249966926,0.006125
-0.249965926,0.0076875
-0.249964926,0.003
-0.249963926,0.0045625
-0.249962926,0.003
-0.249961926,0.0014375
-0.249960926,0.00925
-0.249959926,0.0076875
-0.249958926,0.0076875
-0.249957926,0.00925
-0.249956926,0.006125
-0.249955926,0.006125
-0.249954926,0.0014375
-0.249953926,0.006125
-0.249952926,0.0108125
-0.249951926,0.003
-0.249950926,0.003
-0.249949926,0.00925
-0.249948926,0.006125
-0.249947926,0.006125
-0.249946926,0.0108125
-0.249945926,0.0045625
-0.249944926,-0.0016875
-0.249943926,0.00925
-0.249942926,0.006125
-0.249941926,0.006125
-0.249940926,0.0108125
-0.249939926,0.006125
-0.249938926,0.0076875
-0.249937926,0.003
-0.249936926,0.0045625
-0.249935926,0.012375
-0.249934926,0.00925
-0.249933926,0.0076875
-0.249932926,0.006125
-0.249931926,0.0045625
-0.249930926,0.0045625
-0.249929926,0.0045625
-0.249928926,-0.000125
-0.249927926,0.0076875
-0.249926926,0.006125
-0.249925926,0.0045625
-0.249924926,0.0076875
-0.249923926,0.00925
-0.249922926,0.003
-0.249921926,0.0014375
-0.249920926,0.0014375
-0.249919926,-0.000125
-0.249918926,0.0045625
-0.249917926,0.006125
-0.249916926,0.00925
-0.249915926,0.0076875
-0.249914926,0.006125
-0.249913926,0.0076875
-0.249912926,-0.000125
-0.249911926,0.0045625
-0.249910926,0.0014375
-0.249909926,0.0045625
-0.249908926,0.00925
-0.249907926,0.006125
-0.249906926,0.0045625
-0.249905926,0.006125
-0.249904926,0.0076875
-0.249903926,0.003
-0.249902926,0.003
-0.249901926,0.003
-0.249900926,0.006125
-0.249899926,0.0076875
-0.249898926,0.006125
-0.249897926,0.00925
-0.249896926,-0.000125
-0.249895926,0.006125
-0.249894926,0.006125
-0.249893926,0.0014375
-0.249892926,0.0045625
-0.249891926,0.0014375
-0.249890926,0.006125
-0.249889926,0.0045625
-0.249888926,0.0108125
-0.249887926,0.006125
-0.249886926,0.003
-0.249885926,0.003
-0.249884926,-0.000125
-0.249883926,-0.01575
-0.249882926,-0.00325
-0.249881926,0.0045625
-0.249880926,0.0045625
-0.249879926,0.0076875
-0.249878926,0.0045625
-0.249877926,0.0045625
-0.249876926,0.006125
-0.249875926,0.0045625
-0.249874926,0.0014375
-0.249873926,0.003
-0.249872926,0.006125
-0.249871926,0.006125
-0.249870926,0.003
-0.249869926,0.0076875
-0.249868926,0.00925
-0.249867926,0.0014375
-0.249866926,0.003
-0.249865926,0.006125
-0.249864926,0.0045625
-0.249863926,0.006125
-0.249862926,0.0045625
-0.249861926,0.00925
-0.249860926,0.006125
-0.249859926,0.006125
-0.249858926,0.0045625
-0.249857926,0.0014375
-0.249856926,-0.006375
-0.249855926,0.0045625
-0.249854926,0.0014375
-0.249853926,0.003
-0.249852926,0.0076875
-0.249851926,0.006125
-0.249850926,0.006125
-0.249849926,0.003
-0.249848926,0.00925
-0.249847926,-0.000125
-0.249846926,0.0076875
-0.249845926,0.0045625
-0.249844926,-0.0016875
-0.249843926,0.006125
-0.249842926,0.00925
-0.249841926,0.003
-0.249840926,0.006125
-0.249839926,0.0045625
-0.249838926,0.0014375
-0.249837926,0.0045625
-0.249836926,0.0076875
-0.249835926,0.006125
-0.249834926,0.003
-0.249833926,0.006125
-0.249832926,0.00925
-0.249831926,0.003
-0.249830926,0.0045625
-0.249829926,0.00925
-0.249828926,0.006125
-0.249827926,0.0108125
-0.249826926,0.0045625
-0.249825926,0.0076875
-0.249824926,0.0108125
-0.249823926,0.00925
-0.249822926,-0.000125
-0.249821926,0.003
-0.249820926,0.003
-0.249819926,0.003
-0.249818926,0.0045625
-0.249817926,0.006125
-0.249816926,0.0045625
-0.249815926,0.0076875
-0.249814926,0.0045625
-0.249813926,0.0045625
-0.249812926,0.00925
-0.249811926,0.0076875
-0.249810926,0.0045625
-0.249809926,0.0045625
-0.249808926,0.006125
-0.249807926,0.006125
-0.249806926,0.003
-0.249805926,0.0076875
-0.249804926,0.0045625
-0.249803926,0.0045625
-0.249802926,0.00925
-0.249801926,0.00925
-0.249800926,0.006125
-0.249799926,0.006125
-0.249798926,0.0045625
-0.249797926,-0.0016875
-0.249796926,-0.0016875
-0.249795926,0.0045625
-0.249794926,0.0045625
-0.249793926,0.003
-0.249792926,0.0108125
-0.249791926,0.012375
-0.249790926,0.0014375
-0.249789926,0.003
-0.249788926,0.006125
-0.249787926,-0.0016875
-0.249786926,0.006125
-0.249785926,0.00925
-0.249784926,0.006125
-0.249783926,0.0045625
-0.249782926,0.006125
-0.249781926,0.003
-0.249780926,0.0014375
-0.249779926,0.006125
-0.249778926,0.006125
-0.249777926,0.006125
-0.249776926,0.0014375
-0.249775926,0.0076875
-0.249774926,0.0045625
-0.249773926,0.0045625
-0.249772926,0.0076875
-0.249771926,0.0045625
-0.249770926,0.0045625
-0.249769926,0.006125
-0.249768926,0.006125
-0.249767926,0.0045625
-0.249766926,0.0045625
-0.249765926,0.0045625
-0.249764926,0.006125
-0.249763926,0.006125
-0.249762926,0.006125
-0.249761926,0.0014375
-0.249760926,0.0045625
-0.249759926,0.003
-0.249758926,0.0045625
-0.249757926,0.0045625
-0.249756926,0.0014375
-0.249755926,0.003
-0.249754926,0.006125
-0.249753926,0.0045625
-0.249752926,0.003
-0.249751926,0.0076875
-0.249750926,-0.000125
-0.249749926,-0.00325
-0.249748926,0.0045625
-0.249747926,0.006125
-0.249746926,0.003
-0.249745926,0.003
-0.249744926,0.00925
-0.249743926,-0.000125
-0.249742926,0.0014375
-0.249741926,0.003
-0.249740926,0.006125
-0.249739926,0.006125
-0.249738926,0.0076875
-0.249737926,0.0076875
-0.249736926,0.0014375
-0.249735926,0.00925
-0.249734926,0.003
-0.249733926,0.0045625
-0.249732926,0.0139375
-0.249731926,0.0076875
-0.249730926,0.0076875
-0.249729926,0.00925
-0.249728926,0.006125
-0.249727926,-0.000125
-0.249726926,0.006125
-0.249725926,0.003
-0.249724926,0.006125
-0.249723926,0.0108125
-0.249722926,0.0139375
-0.249721926,0.003
-0.249720926,0.0076875
-0.249719926,0.003
-0.249718926,-0.000125
-0.249717926,-0.000125
-0.249716926,0.006125
-0.249715926,0.0045625
-0.249714926,0.003
-0.249713926,0.006125
-0.249712926,0.0045625
-0.249711926,0.006125
-0.249710926,0.0045625
-0.249709926,0.006125
-0.249708926,0.0045625
-0.249707926,0.0045625
-0.249706926,0.0014375
-0.249705926,0.0045625
-0.249704926,0.0014375
-0.249703926,0.003
-0.249702926,0.0045625
-0.249701926,0.003
-0.249700926,0.0045625
-0.249699926,0.0045625
-0.249698926,0.0045625
-0.249697926,0.0108125
-0.249696926,-0.000125
-0.249695926,0.0045625
-0.249694926,0.006125
-0.249693926,0.003
-0.249692926,0.0045625
-0.249691926,0.0014375
-0.249690926,0.006125
-0.249689926,0.006125
-0.249688926,0.0014375
-0.249687926,0.003
-0.249686926,0.0014375
-0.249685926,0.0045625
-0.249684926,0.0076875
-0.249683926,0.00925
-0.249682926,0.003
-0.249681926,0.0108125
-0.249680926,0.006125
-0.249679926,0.0076875
-0.249678926,0.003
-0.249677926,0.0076875
-0.249676926,0.0076875
-0.249675926,0.0076875
-0.249674926,0.0014375
-0.249673926,0.003
-0.249672926,0.003
-0.249671926,0.006125
-0.249670926,0.0076875
-0.249669926,0.0076875
-0.249668926,0.006125
-0.249667926,0.0045625
-0.249666926,0.006125
-0.249665926,0.003
-0.249664926,0.0045625
-0.249663926,0.003
-0.249662926,0.006125
-0.249661926,0.0045625
-0.249660926,0.0045625
-0.249659926,0.0076875
-0.249658926,0.003
-0.249657926,0.0045625
-0.249656926,0.0076875
-0.249655926,0.003
-0.249654926,0.006125
-0.249653926,0.0076875
-0.249652926,-0.000125
-0.249651926,0.0045625
-0.249650926,0.006125
-0.249649926,-0.0016875
-0.249648926,-0.000125
-0.249647926,0.0045625
-0.249646926,0.0014375
-0.249645926,0.02175
-0.249644926,0.0045625
-0.249643926,-0.000125
-0.249642926,0.0014375
-0.249641926,-0.000125
-0.249640926,0.0014375
-0.249639926,0.0045625
-0.249638926,0.00925
-0.249637926,0.003
-0.249636926,-0.000125
-0.249635926,0.0045625
-0.249634926,0.006125
-0.249633926,0.003
-0.249632926,0.006125
-0.249631926,0.0045625
-0.249630926,0.0045625
-0.249629926,0.0076875
-0.249628926,0.0045625
-0.249627926,-0.0016875
-0.249626926,0.003
-0.249625926,0.0076875
-0.249624926,-0.0016875
-0.249623926,0.003
-0.249622926,0.00925
-0.249621926,0.0014375
-0.249620926,0.003
-0.249619926,0.0076875
-0.249618926,0.006125
-0.249617926,0.0045625
-0.249616926,0.0076875
-0.249615926,0.00925
-0.249614926,0.0045625
-0.249613926,0.0076875
-0.249612926,0.0045625
-0.249611926,0.003
-0.249610926,0.0045625
-0.249609926,0.003
-0.249608926,0.0014375
-0.249607926,0.0045625
-0.249606926,0.00925
-0.249605926,0.006125
-0.249604926,0.0045625
-0.249603926,0.0076875
-0.249602926,0.0014375
-0.249601926,0.003
-0.249600926,0.003
-0.249599926,0.0014375
-0.249598926,-0.0016875
-0.249597926,0.0108125
-0.249596926,0.0014375
-0.249595926,0.00925
-0.249594926,0.0045625
-0.249593926,0.006125
-0.249592926,0.003
-0.249591926,0.0045625
-0.249590926,0.0014375
-0.249589926,-0.000125
-0.249588926,0.0076875
-0.249587926,0.0014375
-0.249586926,0.003
-0.249585926,0.006125
-0.249584926,0.0358125
-0.249583926,0.006125
-0.249582926,0.0108125
-0.249581926,-0.0204375
-0.249580926,-0.0016875
-0.249579926,0.006125
-0.249578926,0.006125
-0.249577926,-0.000125
-0.249576926,0.0045625
-0.249575926,0.0045625
-0.249574926,0.0014375
-0.249573926,-0.000125
-0.249572926,0.006125
-0.249571926,0.003
-0.249570926,0.0045625
-0.249569926,0.003
-0.249568926,0.006125
-0.249567926,0.003
-0.249566926,0.00925
-0.249565926,0.00925
-0.249564926,0.003
-0.249563926,0.0045625
-0.249562926,0.0045625
-0.249561926,0.0014375
-0.249560926,0.0045625
-0.249559926,0.0045625
-0.249558926,0.0045625
-0.249557926,-0.000125
-0.249556926,0.006125
-0.249555926,0.0014375
-0.249554926,0.006125
-0.249553926,0.006125
-0.249552926,0.003
-0.249551926,0.003
-0.249550926,0.0076875
-0.249549926,0.006125
-0.249548926,0.006125
-0.249547926,-0.050125
-0.249546926,-0.0345
-0.249545926,-0.006375
-0.249544926,-0.0845
-0.249543926,-0.0110625
-0.249542926,0.003
-0.249541926,0.0108125
-0.249540926,0.0045625
-0.249539926,0.0170625
-0.249538926,0.0076875
-0.249537926,0.0014375
-0.249536926,0.0045625
-0.249535926,0.0014375
-0.249534926,0.0014375
-0.249533926,0.003
-0.249532926,0.0076875
-0.249531926,0.0014375
-0.249530926,0.0045625
-0.249529926,0.006125
-0.249528926,0.006125
-0.249527926,0.003
-0.249526926,0.003
-0.249525926,0.0076875
-0.249524926,0.0045625
-0.249523926,0.006125
-0.249522926,0.006125
-0.249521926,0.0014375
-0.249520926,-0.000125
-0.249519926,0.0045625
-0.249518926,0.003
-0.249517926,0.0045625
-0.249516926,0.0045625
-0.249515926,0.0045625
-0.249514926,0.006125
-0.249513926,-0.0173125
-0.249512926,0.0045625
-0.249511926,0.006125
-0.249510926,-0.000125
-0.249509926,0.006125
-0.249508926,0.006125
-0.249507926,0.03425
-0.249506926,0.0076875
-0.249505926,0.0389375
-0.249504926,0.0420625
-0.249503926,0.00925
-0.249502926,0.0108125
-0.249501926,0.006125
-0.249500926,0.0076875
-0.249499926,0.0045625
-0.249498926,0.006125
-0.249497926,0.0014375
-0.249496926,0.0014375
-0.249495926,0.006125
-0.249494926,0.0076875
-0.249493926,0.003
-0.249492926,0.006125
-0.249491926,0.003
-0.249490926,0.003
-0.249489926,0.00925
-0.249488926,0.00925
-0.249487926,0.0108125
-0.249486926,-0.00325
-0.249485926,0.0076875
-0.249484926,0.0045625
-0.249483926,0.003
-0.249482926,0.003
-0.249481926,0.003
-0.249480926,0.0014375
-0.249479926,0.0108125
-0.249478926,0.006125
-0.249477926,0.0045625
-0.249476926,0.0108125
-0.249475926,0.006125
-0.249474926,-0.000125
-0.249473926,0.0045625
-0.249472926,0.0045625
-0.249471926,0.003
-0.249470926,0.0014375
-0.249469926,0.00925
-0.249468926,0.006125
-0.249467926,0.0045625
-0.249466926,-0.00325
-0.249465926,-0.037625
-0.249464926,-0.0110625
-0.249463926,-0.0173125
-0.249462926,0.0045625
-0.249461926,0.003
-0.249460926,0.0076875
-0.249459926,0.006125
-0.249458926,-0.000125
-0.249457926,0.006125
-0.249456926,0.0045625
-0.249455926,0.0045625
-0.249454926,0.00925
-0.249453926,0.00925
-0.249452926,0.0045625
-0.249451926,0.0076875
-0.249450926,0.006125
-0.249449926,0.006125
-0.249448926,0.00925
-0.249447926,0.0076875
-0.249446926,0.0045625
-0.249445926,0.0045625
-0.249444926,0.006125
-0.249443926,0.003
-0.249442926,0.0045625
-0.249441926,0.0076875
-0.249440926,0.0076875
-0.249439926,0.0045625
-0.249438926,0.012375
-0.249437926,0.0045625
-0.249436926,0.0045625
-0.249435926,0.0014375
-0.249434926,-0.0016875
-0.249433926,0.003
-0.249432926,0.003
-0.249431926,0.003
-0.249430926,0.006125
-0.249429926,0.0076875
-0.249428926,0.006125
-0.249427926,0.006125
-0.249426926,0.0076875
-0.249425926,0.0045625
-0.249424926,0.0014375
-0.249423926,0.0045625
-0.249422926,0.006125
-0.249421926,0.0076875
-0.249420926,0.0045625
-0.249419926,0.006125
-0.249418926,0.003
-0.249417926,0.003
-0.249416926,0.006125
-0.249415926,0.0014375
-0.249414926,0.003
-0.249413926,0.0076875
-0.249412926,0.00925
-0.249411926,0.0076875
-0.249410926,0.00925
-0.249409926,0.006125
-0.249408926,0.0014375
-0.249407926,-0.0048125
-0.249406926,-0.000125
-0.249405926,0.0045625
-0.249404926,0.006125
-0.249403926,0.003
-0.249402926,0.0076875
-0.249401926,0.0045625
-0.249400926,-0.000125
-0.249399926,-0.000125
-0.249398926,0.0045625
-0.249397926,-0.000125
-0.249396926,0.0014375
-0.249395926,0.003
-0.249394926,0.00925
-0.249393926,0.0014375
-0.249392926,0.0045625
-0.249391926,0.0076875
-0.249390926,0.006125
-0.249389926,0.0076875
-0.249388926,0.0076875
-0.249387926,0.0045625
