LECROYWS454,14016,Waveform
Segments,1,SegmentSize,500002
Segment,TrigTime,TimeSinceSegment1
#1,30-Jan-2026 03:33:30,0                 
Time,Ampl
-0.250000079,4.98438
-0.249999079,4.99062
-0.249998079,4.98125
-0.249997079,4.98594
-0.249996079,4.98438
-0.249995079,4.98438
-0.249994079,4.98125
-0.249993079,4.98281
-0.249992079,4.9875
-0.249991079,4.99219
-0.249990079,4.97969
-0.249989079,4.98906
-0.249988079,4.98281
-0.249987079,4.98906
-0.249986079,4.9875
-0.249985079,4.98594
-0.249984079,4.98438
-0.249983079,4.98281
-0.249982079,4.98438
-0.249981079,4.98281
-0.249980079,4.98438
-0.249979079,4.9875
-0.249978079,4.98438
-0.249977079,4.99062
-0.249976079,4.99062
-0.249975079,4.98438
-0.249974079,4.98438
-0.249973079,4.9875
-0.249972079,4.98438
-0.249971079,4.99062
-0.249970079,4.98438
-0.249969079,4.98281
-0.249968079,4.97969
-0.249967079,4.98594
-0.249966079,4.98125
-0.249965079,4.97031
-0.249964079,4.98438
-0.249963079,4.99062
-0.249962079,4.98906
-0.249961079,4.98594
-0.249960079,4.98906
-0.249959079,4.97969
-0.249958079,4.99375
-0.249957079,4.98438
-0.249956079,4.9875
-0.249955079,4.9875
-0.249954079,4.9875
-0.249953079,4.99062
-0.249952079,4.98125
-0.249951079,4.98125
-0.249950079,4.98281
-0.249949079,4.98594
-0.249948079,4.9875
-0.249947079,4.99062
-0.249946079,4.98594
-0.249945079,4.98906
-0.249944079,4.99062
-0.249943079,4.9875
-0.249942079,4.98906
-0.249941079,4.98594
-0.249940079,4.98438
-0.249939079,4.98906
-0.249938079,4.97813
-0.249937079,4.98438
-0.249936079,4.99062
-0.249935079,4.98438
-0.249934079,4.98281
-0.249933079,4.9875
-0.249932079,4.98281
-0.249931079,4.98594
-0.249930079,4.98906
-0.249929079,4.99219
-0.249928079,4.98281
-0.249927079,4.98281
-0.249926079,4.99062
-0.249925079,4.98125
-0.249924079,4.98438
-0.249923079,4.98906
-0.249922079,4.98594
-0.249921079,4.98281
