# CH1, CH2, Coincidence
821,0,0
809,0,0
820,0,0
836,0,0
828,0,0
846,0,0
834,0,0
810,0,0
845,0,0
792,0,0
826,0,0
794,0,0
844,0,0
844,0,0
813,0,0
805,0,0
831,0,0
827,0,0
824,0,0
812,0,0
842,0,0
804,0,0
804,0,0
827,0,0
766,0,0
761,0,0
847,0,0
770,0,0
862,0,0
777,0,0
809,0,0
786,0,0
802,0,0
782,0,0
814,0,0
746,0,0
797,0,0
822,0,0
790,0,0
812,0,0
896,0,0
866,0,0
873,0,0
807,0,0
793,0,0
806,0,0
816,0,0
773,0,0
830,0,0
771,0,0
826,0,0
848,0,0
801,0,0
823,0,0
826,0,0
771,0,0
809,0,0
848,0,0
796,0,0
818,0,0
809,0,0
826,0,0
885,0,0
796,0,0
851,0,0
835,0,0
831,0,0
809,0,0
784,0,0
770,0,0
856,0,0
800,0,0
776,0,0
816,0,0
836,0,0
818,0,0
824,0,0
767,0,0
855,0,0
821,0,0
787,0,0
823,0,0
781,0,0
850,0,0
833,0,0
803,0,0
841,0,0
818,0,0
809,0,0
776,0,0
866,0,0
803,0,0
821,0,0
809,0,0
851,0,0
828,0,0
825,0,0
875,0,0
830,0,0
766,0,0
851,0,0
840,0,0
805,0,0
841,0,0
847,0,0
814,0,0
839,0,0
783,0,0
801,0,0
806,0,0
819,0,0
808,0,0
780,0,0
797,0,0
784,0,0
797,0,0
779,0,0
805,0,0
833,0,0
816,0,0
836,0,0
792,0,0
828,0,0
819,0,0
794,0,0
792,0,0
838,0,0
800,0,0
805,0,0
815,0,0
844,0,0
841,0,0
874,0,0
828,0,0
826,0,0
804,0,0
870,0,0
805,0,0
827,0,0
834,0,0
788,0,0
852,0,0
850,0,0
844,0,0
812,0,0
828,0,0
831,0,0
848,0,0
817,0,0
815,0,0
867,0,0
830,0,0
834,0,0
786,0,0
806,0,0
861,0,0
843,0,0
815,0,0
795,0,0
835,0,0
804,0,0
850,0,0
790,0,0
806,0,0
776,0,0
802,0,0
841,0,0
809,0,0
807,0,0
840,0,0
785,0,0
814,0,0
794,0,0
798,0,0
847,0,0
794,0,0
779,0,0
879,0,0
783,0,0
831,0,0
800,0,0
770,0,0
824,0,0
847,0,0
780,0,0
806,0,0
837,0,0
826,0,0
792,0,0
827,0,0
832,0,0
834,0,0
788,0,0
805,0,0
795,0,0
845,0,0
770,0,0
746,0,0
824,0,0
810,0,0
825,0,0
847,0,0
856,0,0
791,0,0
851,0,0
811,0,0
777,0,0
807,0,0
864,0,0
794,0,0
786,0,0
850,0,0
819,0,0
790,0,0
783,0,0
847,0,0
816,0,0
858,0,0
810,0,0
790,0,0
815,0,0
820,0,0
825,0,0
833,0,0
817,0,0
800,0,0
813,0,0
790,0,0
779,0,0
834,0,0
774,0,0
836,0,0
875,0,0
801,0,0
823,0,0
783,0,0
767,0,0
830,0,0
847,0,0
850,0,0
883,0,0
842,0,0
808,0,0
845,0,0
809,0,0
819,0,0
842,0,0
798,0,0
814,0,0
773,0,0
814,0,0
828,0,0
805,0,0
853,0,0
813,0,0
806,0,0
797,0,0
800,0,0
844,0,0
806,0,0
793,0,0
794,0,0
816,0,0
816,0,0
846,0,0
866,0,0
819,0,0
837,0,0
834,0,0
776,0,0
885,0,0
801,0,0
915,0,0
835,0,0
851,0,0
782,0,0
814,0,0
812,0,0
868,0,0
841,0,0
807,0,0
831,0,0
840,0,0
870,0,0
843,0,0
800,0,0
836,0,0
811,0,0
779,0,0
756,0,0
813,0,0
785,0,0
870,0,0
826,0,0
857,0,0
888,0,0
861,0,0
814,0,0
823,0,0
817,0,0
837,0,0
848,0,0
851,0,0
816,0,0
815,0,0
821,0,0
826,0,0
816,0,0
851,0,0
860,0,0
878,0,0
819,0,0
